Page ID,Page Name,Disclaimer,Amount Spent (USD)﻿
1770020966572911,Khala & Company,These ads ran without a disclaimer,≤100
115320503345204,Black Wall Street 1921,These ads ran without a disclaimer,≤100
138756620064262,Fanack.com of the Middle East and North Africa,These ads ran without a disclaimer,≤100
39841702391,United States Conference of Mayors,UNITED STATES CONFERENCE OF MAYORS,≤100
91003465346,Ohio Farm Bureau Federation,OHIO FARM BUREAU FEDERATION INC.,≤100
286597537859,Global Health Technologies Coalition,Global Health Technologies Coalition,≤100
106908510802353,Jason McCahan for Nueces County Constable Office Precinct 2,Vote Jason McCahan for Nueces County Constable Pct 2,≤100
112604296792930,Jay Shue for Circuit Judge,Jay Shue for Circuit Judge,≤100
114622329920,Law Offices of Dean Malone,LAW OFFICES OF DEAN MALONE PC,≤100
60317043649,Club Car,These ads ran without a disclaimer,≤100
157848104394760,Aprilaire,These ads ran without a disclaimer,≤100
12301006942,Democratic Party,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,1552
15771560300,Earthjustice,EARTHJUSTICE,≤100
100679268000795,META for Providers,Caroline L Cerbus,≤100
548407915183371,Liz Cheney,Liz Cheney for Wyoming,≤100
78120879969,ACLU of Florida,ACLU of Florida,≤100
1861418960779969,Cooter's News,Jonathan Joseph Mangum Jr,≤100
352297884954031,HOAleader.com,These ads ran without a disclaimer,≤100
100245838183350,Gulleykcbs,Jerry Thomas Gulley,≤100
43609808159,Happy Family Organics,These ads ran without a disclaimer,≤100
404164463091452,Chas Castell,Charles William Peter Castell,≤100
101016767981310,Lynnsey Erickson for Oshkosh City Council,Erickson for Oshkosh City Council,331
47710973068,Cooperative Action Network,National Rural Electric Cooperatives Association,≤100
1232504693563411,Clay Ford for District Judge,Clay Ford for District Judge Campaign Committee,≤100
118457494984886,Montgomery County Republican Club,Montgomery County Republican Club,≤100
130196227157534,American Forum For Israel,American Forum for Israel,≤100
855127181245284,Stash,These ads ran without a disclaimer,213
169277310432049,"Texas Precision Optics, Inc.",Texas Precision Optics Inc,167
740768939405104,Laura McCoy for Green Bay School Board,Laura McCoy for Green Bay School Board,≤100
101757384635840,Jackie Fielder for State Senate 傑基.  菲爾德,Jackie Fielder for State Senate 2020,≤100
391880624260848,RespectAbility,RespectAbility,≤100
176513531861,Deidre Baumann For Judge  2020,Deidre  Baumann,≤100
236142560669642,Mark Alcarez for Douglas County Coroner,Mark Alcarez for Douglas County Coroner,≤100
1438553336457672,Fair Housing Council of Greater San Antonio,SAN ANTONIO FAIR HOUSING COUNCIL INC,≤100
92925746942,Judicial Watch,Judicial Watch,5240
1456310534453054,Veteran Loans Online,"LMB OpCo, LLC",112
18082780500,Detroit Public Television,DETROIT EDUCATIONAL TELEVISION FOUNDATION,≤100
1568427803440202,Columbia Global Reports,The Trustees of Columbia University in the City of New York,≤100
372701716170134,Sold No More,Samantha C Byard,≤100
104042187683127,Christy Cauble Davis for Kansas,Christy Cauble Davis for Kansas,≤100
102243611407647,Secret Garden Company,These ads ran without a disclaimer,≤100
166269923431086,Senator Dennis Baxley,Dennis Baxley for State Senate,≤100
316341622318073,Congressman Jim Hagedorn,Congressman Jim Hagedorn,≤100
1600352356914768,PushBlack,These ads ran without a disclaimer,≤100
194377127954,Ladders,These ads ran without a disclaimer,≤100
103684467905403,"Million Majority Minority March to VOTE October 16, 2020""",Anthony Glenn Riley,≤100
104178704279594,Main St. First,Energy Media,≤100
41182871633,National Museum of American Jewish History,National Museum of American Jewish History,≤100
1262237997166592,Make America Laugh Again,Samy Abdeslem Chouia,≤100
1320840104644018,InfoMullet.com,Timothy Burke Clancy,≤100
105892644256272,Citizens for Great Cupertino District Schools - YES on O,"Citizens for Great Cupertino District Schools – YES on O, FPPC# 1419210",≤100
177270702677873,St John Kaukauna,These ads ran without a disclaimer,≤100
594519783957655,Citizens for National Security,Citizens For National Security,≤100
1014291495249813,Politicon,Politicon,≤100
354889475429698,Judge Monet McCorvey Gaines,Committee To Elect Monet Gaines | 575 S Lawrence Street | Montgomery AL 36104,≤100
109602817255921,Keep America Great Visor,Nicholas A Grossi,≤100
2090966097692111,We Dare Defend,We Dare Defend,≤100
3143476595670281,amazher,These ads ran without a disclaimer,≤100
113575490062092,"Ramon Iglesias for Hendry County Commission, District 4",Ramon Iglesias for Hendry County Commission,≤100
104029184517974,Hermano Hector Robledo - Curandero Mayor,These ads ran without a disclaimer,≤100
104246294392997,Culture Fanatic,Sean William Osterberg,≤100
276131699084792,YWAM Los Angeles,YWAM Los Angeles,≤100
260366367717440,Committee to Protect Medicare,Committee to Protect Medicare,≤100
106323360959211,Patriots Republic,Matthew James Stine,289
19007034888,Iowa House Democrats,IOWA DEMOCRATIC PARTY,≤100
135913035011,AARP Wisconsin,AARP,120
130268756992804,Yale Climate Connections,Yale Climate Connections,≤100
433269033696623,Liberty & Co.,Tyson Craig Frantz,≤100
110151130591161,News Outbreak,Carl Harmon Jr.,≤100
1156426531205011,Mailboxmascots,Jonathan Hall,≤100
95356211637,Ben Ferguson,Ben Ferguson show,1225
127290897697315,Precious Little Ladies Inc.,These ads ran without a disclaimer,≤100
207182546557721,Anjana Samadder,These ads ran without a disclaimer,≤100
109111900634787,Reverend Raphael Warnock,WARNOCK FOR GEORGIA,947
234094666955841,Piper Lou Collection,These ads ran without a disclaimer,≤100
321334725246666,Anton Sakharov for Governor GOP,Anton Sakharov for Governor,≤100
1426082304328374,State Senator Manny Diaz Jr.,Manny Diaz Jr. for State Senate,≤100
1933180256921396,IE United,"Inland Communities in Support of Eddie Tejeda for District 3 Supervisor, sponsored by IE United a project of Tides Advocacy",≤100
177608652618,VirtualJerusalem.com,J Media Global LLC,≤100
1436744803314090,Tammy Jo Gaylord - Realtor- "Sellstate Next Generation Realty",These ads ran without a disclaimer,≤100
1390816891028615,OZY Fest,These ads ran without a disclaimer,≤100
199572776813756,Prep Coterie,These ads ran without a disclaimer,≤100
112062967001761,John Durrett for State Attorney,John Foster Durrett,≤100
102360924699137,Shaun Toohey GOP State Committee,Casey Cunningham,≤100
145380305523723,Secure America Now,Secure America Now,243
218020061613734,UBS,These ads ran without a disclaimer,≤100
195301784540277,coastalteesfashion,These ads ran without a disclaimer,≤100
100862764890980,Stop the Spread,"Health Care Voices, a project of Social Good Fund",≤100
303680192977564,Andrew Koenig,"Friends of Andrew Koenig, Brooke Koenig, Treasurer",≤100
1818121755129564,iotty,These ads ran without a disclaimer,≤100
100137754724934,Trump 2020 Supporters,Proud Right Winger,1002
2230864943899116,Lake Country Republicans,Republican Party of Waukesha Party,≤100
284561131891923,Skip Daly,Daly for Assembly District 31,≤100
208559275842315,Original Round Top Antiques Fair,These ads ran without a disclaimer,≤100
105986927538317,Triump Apparel,Triump Apparel,≤100
314463908651,After Fifty Living,Joanne Sullivan Lema,≤100
181183059253295,Dorsal Bracelets,Dorsal Bracelets,1235
1338822066131069,Women's March,Women's March,182
168367339845613,The Humane League,The Humane League,≤100
2123425971065747,Sora Schools,Indra Putra Sofian,≤100
110944170515015,Pro Life Baby Bracelet,These ads ran without a disclaimer,≤100
1059639207431974,Yes for Castro Valley Students,"Yes for Castro Valley Students, FPPC #1423085.",≤100
200650357207240,I Love My Freedom,Making Web LLC,≤100
10331123781,Special Olympics,Special Olympics Inc,≤100
67553971312,The Century Foundation,"CENTURY FOUNDATION INC, THE",≤100
19219803864,Tax Foundation,TAX FOUNDATION,≤100
20715882266,Wisconsin Right to Life,Wisconsin Right to Life,3600
10150119712415013,Trustees for Alaska,These ads ran without a disclaimer,≤100
104178704279594,Main St. First,These ads ran without a disclaimer,≤100
200850100068459,Buzz360,Lisa Marie Schneegans,≤100
287694681754849,Pennsylvania Conservative Energy Forum,Pennsylvania Conservative Energy Forum,≤100
405638546157611,The Pension Group,Advisor's Platform,≤100
746708092061660,One Must Focus Media,Leonard E Palmer,≤100
877818942370306,Forex Signals,These ads ran without a disclaimer,≤100
307943569254319,Florida Rights Restoration Coalition,Florida Rights Restoration Coalition,≤100
113051076740752,David Willingham for Cobb County State Court,Friends of Willingham for Cobb State Court,≤100
322697311079870,David Criner,David Criner for Sheriff,≤100
102413723172970,Nick Adams,Nick Adams,≤100
114114463481549,Superzeroit,These ads ran without a disclaimer,≤100
123963360928,SiriusXM,SiriusXM,784
724141874433398,Free Press Action,Free Press Action Fund,≤100
342887442508723,Convention of States,Convention of States Action,372
493811210669780,Creative Action Network,Creative Action Network,163
103684467905403,"Million Majority Minority March to VOTE October 16, 2020""",These ads ran without a disclaimer,≤100
491349724370791,Jack Patrick Lewis,Jack P Lewis,≤100
1001412010049604,Peace 24-7,John D Linnehan,≤100
104006944272732,Honest Arizona,Advancing AZ,≤100
229931827195676,Art of Teaching,John Russell Hassard,≤100
2081864865362439,Mike Espy,MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE,≤100
105619937447910,Manu for Supervisor,Manu Koenig for Santa Cruz County Supervisor 2020,≤100
252528708986554,Kenya Taylor For Supervisor 2020,Kenya Taylor for Supervisor 2020,≤100
111550407148463,Representante Distrito 35 Melvin Rodríguez Figueroa,These ads ran without a disclaimer,≤100
107929677478799,Askn Apparel,Lyndon Jay Diem,≤100
297108030389933,NOVL,These ads ran without a disclaimer,≤100
160191644025128,Walton Family Foundation,WALTON FAMILY FOUNDATION INC,≤100
23954995487,FoodPrint,These ads ran without a disclaimer,≤100
204801306376489,Dil Mil,These ads ran without a disclaimer,≤100
10150124349775072,"Riddle & Brantley, LLP","RIDDLE & BRANTLEY, LLP",≤100
293892324588057,Representative Barbara Dittrich,Office of Wisconsin State Representative Barbara Dittrich,176
104921901122708,LGBTQ Pride,These ads ran without a disclaimer,≤100
106667474170866,A Better Wisconsin Together,"A Better Wisconsin Together, Inc.",161655
12683623041,Society for Human Resource Management (SHRM),These ads ran without a disclaimer,≤100
124626320898336,Catholic Extension,"CATHOLIC CHURCH EXTENSION SOCIETY OF THE UNITED STATES OF AMERICA, THE",≤100
111100303755537,Magnus For Mayor,Robert Peter Magnus,221
138644937392,SEIU California,SEIU California,≤100
494259170754224,Keeping IDentities Safe,KEEPING IDENTITIES SAFE,≤100
438659909536354,"Mid Georgia Financial Group, LLC",These ads ran without a disclaimer,≤100
204629506263438,GenealogyBank,These ads ran without a disclaimer,≤100
431574684286070,"Melissa Jordan, Delaware County Recorder",The Committee to Elect Melissa Jordan,≤100
172946850901,Americans for Prosperity-Michigan,AMERICANS FOR PROSPERITY,≤100
248767351880869,Sophos,These ads ran without a disclaimer,147
102305868017409,VERON PUNTA CANA,These ads ran without a disclaimer,≤100
471330946963898,Ladder Outreach and Rescue Alliance,These ads ran without a disclaimer,≤100
113826593350277,Economic Left,Economic Left,≤100
104660891073461,Merch 2020,Iminder P Singh,≤100
111514537080615,Love Has No Gender,These ads ran without a disclaimer,≤100
511018939262914,Support Pro-Life Kathy Barnette For US Congress District PA 04,Promise Land Men’s Ministries,≤100
244929708853349,Spotify,These ads ran without a disclaimer,≤100
1677111425839949,The American Promise,American Promise,≤100
1812708279016004,PalmieriReport,Jacob William Palmieri,≤100
393076844046051,Progressive Caucus,CONGRESSIONAL PROGRESSIVE CAUCUS PAC,≤100
107283887559768,TheDisrupted,These ads ran without a disclaimer,≤100
49651563727,Live Action,Live Action,732
104233481133854,Staples for Walworth County Board,Friends of Charlene Staples,304
44357672795,Independent Institute,These ads ran without a disclaimer,≤100
451017325081762,Robin Knapp- Onslow County Commissioner,Kelli Knapp,≤100
59543893235,National Constitution Center,National Constitution Center,≤100
100954708112820,Americans for Medicare Dental Coverage,Freeroots,≤100
96935476345,Democratic Governors Association (DGA),DEMOCRATIC ACTION,212
103383441248216,James S. Simon,Re-Elect James Simon Committee,≤100
2139265449473934,Providence Mental Health,These ads ran without a disclaimer,≤100
124939484209078,Langevin for Congress,LANGEVIN FOR CONGRESS,≤100
5887538795,Education Week,Education Week,210
1580844735465499,Mighty Oaks Warrior Programs,Mighty Oaks Foundation,≤100
1983690128350294,Judge Lisa Neubauer,Re-elect Judge Lisa Neubauer,23720
108661937180567,MAGA Outfitters,MAGA Outfitters,≤100
1609777622487405,CJ for Congress 2020,CJ FOR CONGRESS,≤100
105708094234063,Donate Now,These ads ran without a disclaimer,≤100
102405638071352,Inspire EcoWare,These ads ran without a disclaimer,≤100
714420095625020,Heymaybu,Ruben Alvarez,≤100
1667892193505378,Hold the House,HOLD THE HOUSE PAC,≤100
112955806896246,Dalia Al-Aqidi,Dalia for Congress,≤100
514442968569467,Northern Illinois Food Bank,NORTHERN ILLINOIS FOOD BANK,≤100
2023114331282570,Florida Daily,Florida Daily,≤100
104613414323299,Ben Lane for Judge,Friends of Ben Lane,560
1424938841083415,Patrick M Simpson - Voting Songs,Voting Songs,≤100
163684173651518,SEIU Local 2015,SEIU LOCAL 2015,≤100
110597446980174,Megan Daic for Judge of the 165th District Court,Daic for Judge,≤100
183095341779359,"Tina Griffin, Counter Culture Mom",These ads ran without a disclaimer,≤100
132492254050920,American AF,AAF Nation,1948
122474432483075,Kelly McCloskey,These ads ran without a disclaimer,≤100
601249690070354,forestproud,#forestproud | North American Forest Partnership,≤100
