Page ID,Page Name,Disclaimer,Amount Spent (USD)﻿
217148021811490,Tom Lackey,Tom Lackey for Assembly 2020 FPPC #1414673,1609
104315487766644,Spencer Anderson for Beloit School Board,Spencer Douglas Anderson,≤100
344908345545000,San Diegans Against Crime,"San Diegans Against Crime, Sponsored by the San Diego County Deputy District Attorneys Association. This advertisement was not authorized by a candidate or committee controlled by a candidate.",1301
380243416105600,Geanie Morrison,Geanie Morrison Campaign,≤100
2019569684980200,Pop Up Life,These ads ran without a disclaimer,≤100
106977800657570,Everyone In Long Beach,"UNITED WAY, INC.",5193
136422180515,HEAL Utah,HEALTHY ENVIRONMENT ALLIANCE OF UTAH,≤100
191602167588409,Rotary Club of Victorville,Coleen Regina Luque,≤100
174772265869562,The Adventure Project,These ads ran without a disclaimer,≤100
101937931453950,Jordan_intothewild,Jordan Dale Randall,≤100
136940969653205,STEIS,These ads ran without a disclaimer,≤100
110540317135229,Party of the People Slate,Jaci Lyn Iannello,≤100
302182941354,AARP Advocates,AARP,≤100
103284947927286,Roaring Right,These ads ran without a disclaimer,≤100
122671561263552,Committee for Better Banks,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO, CLC",166
571326340000628,Natrica USA Natural Supplements,These ads ran without a disclaimer,≤100
383398172022317,C3 Risk & Insurance Services,Jamie Allen Reid,200
105545537697776,USA Savings 2020,Richard Telfeja,≤100
99056648937,NIAC,NIAC Council,602
173062966431046,Power California,Power CA Business Account,2084
1087474374640616,Vocal,"Vocal Ventures, LLC",855
654118421350092,Strummer's Tuesday Night Karaoke,These ads ran without a disclaimer,≤100
321492557896,Vinnie Bacon for Alameda County Supervisor,"Vinnie Bacon for Alameda County Board of Supervisors, District 1, 2020",≤100
746938465317981,Nuclear Matters,Nuclear Matters,573
872842866161157,One Nation Design,One Nation Design,186
113543090115189,Democracy.ai,Luke Thomas Willoughby,≤100
515416298618293,John Peschong for Supervisor,John Peschong for Supervisor 2020,606
111401363805464,Women for Trump 2020,Julia Elizabeth Westerfield,≤100
305085265725,Committee For a Responsible Federal Budget,Committee for a Responsible Federal Budget,≤100
109575145733890,McGuireWoods Consulting,MCGUIREWOODS CONSULTING LLC,≤100
277365212921237,Yuba Vision,Alton Gabe Wright,≤100
567581313441592,Rep. Ro Khanna,Office of Rep. Ro Khanna,173
125601018054667,BelleLily Fashion,These ads ran without a disclaimer,≤100
119936561355197,Fashion Outlets of Las Vegas,These ads ran without a disclaimer,≤100
108186217331098,Vote Like Mad,Vote Like Mad LLC,≤100
2956033207756237,Nora Vargas for County Supervisor,"Nora Vargas for County Supervisor 2020, FPPC ID# 1414915",1662
114757093410967,1st Priority Medical,These ads ran without a disclaimer,≤100
6334782252,Oceana,OCEANA,118
255587152180,Shavitz Law Group,Paul James Herrmann,119
108653033932357,Natural Diamond Jewelry,These ads ran without a disclaimer,≤100
339188182789527,Westways Insurance,These ads ran without a disclaimer,≤100
163384753710823,Chicago Lawyers' Committee for Civil Rights,These ads ran without a disclaimer,≤100
2195599517186588,Pride,Levi Larry Chambers,≤100
1696214110659204,Claremont Proud,Proud Digital Media,≤100
1482947308676311,Topdust,cleancult,≤100
278703415666824,Jeremy Jones,Protect Our Winters,≤100
1480212322244466,Safe2Change,These ads ran without a disclaimer,≤100
404491773664840,"Kimberly Warmsley, LCSW Candidate for Stockton City Council District 6",Warmsley for Stockton City Council District 6,183
61288747990,Real Warriors,Real Warriors Campaign,310
110290577153876,Leonard Moty,Leonard Francis Moty,138
751679868274074,Hope for Students,THE EXPECTATIONS PROJECT INC,≤100
324388020982326,Fulfill,Fulfill Monmouth & Ocean,≤100
169561162745,The National Wild Turkey Federation,"NATIONAL WILD TURKEY FEDERATION, INC.",≤100
102427737970337,Mandy's Collection,These ads ran without a disclaimer,388
344247909096592,Nixtaco Mexican Kitchen,These ads ran without a disclaimer,≤100
109906973911626,Inspired Admiration and Respect,Alice Marie Miranda,≤100
106310734145186,Glenn Mcgourty for 1st District Supervisor,McGourty For Supervisor 2020,≤100
166825158709,Save the Montebello Hills Sierra Club,These ads ran without a disclaimer,≤100
109442684013246,Ted Weill for City Council,the Committee to Re-Elect Ted Weill to City Council 2020,1432
101150021367551,Renee Swann for Congress,Renee Swann for Congress,≤100
570274813480435,Temecula Pro-Life Future,These ads ran without a disclaimer,≤100
175862952587855,"Global Oceanic Designs, Inc.",Kenneth Wayne Welch,≤100
384557995468219,Viral Casez,Viral Casez,101
114866079891340,Trivia.com,These ads ran without a disclaimer,≤100
115130633369844,Medicine Update,Manisha Desiree Bocus,3104
112252320119719,"Aycha Sawa, CPA for Comptroller",Aycha Sawa for Milwaukee City Comptroller,≤100
145856715442586,Oceanic Society,OCEANIC SOCIETY EXPEDITIONS,≤100
277327393165077,Jeanette Barrera,Jeanette Barrera for Long Beach City Council 2nd District,≤100
655273004649847,Authentically American,These ads ran without a disclaimer,≤100
421020901822809,"Wait, What?  Politics With Zuma and Steele",These ads ran without a disclaimer,≤100
619891858182645,Black Yankee Apparel,Keith R Laskey,≤100
60865633726,Love Justice International,TINY HANDS INTERNATIONAL,≤100
395052780877914,Pick a Poke,These ads ran without a disclaimer,≤100
109602387327826,Overmasks,These ads ran without a disclaimer,≤100
405638546157611,The Pension Group,Advisor's Platform,≤100
2288011471242059,The Eromanga Disruption,These ads ran without a disclaimer,≤100
1004230109966179,Leonard Manoukian,Leonard Manoukian,≤100
275682956273339,Nick Seymour,These ads ran without a disclaimer,≤100
102047517918,The Commonwealth Fund,"COMMONWEALTH FUND, THE",411
332172544231683,America's Plastic Makers,"AMERICAN CHEMISTRY COUNCIL, INC.",372
117123596350097,Vote For Lucie,Ian Michael Stikeleather,≤100
427302110732180,Mike Cernovich,Michael C Cernovich,226
111495005590988,Pattern,Pattern Energy,204
957810197669209,Re-Elect Johns For St. Johns County Commissioner,Jimmy Johns for St. Johns County,≤100
86880509778,AARP North Carolina,AARP,≤100
2068830876573768,Project Divided,Marley Benjamin Urbas Duchovnay,≤100
60317043649,Club Car,These ads ran without a disclaimer,≤100
102010414526755,Dr. Bill Clifford,CLIFFORD FOR CONGRESS,≤100
107229050703874,Bernie Sanders Fan Club,Imran M Jemal,121
546551735431670,FANschool,These ads ran without a disclaimer,≤100
593245170740907,Stadium Swap Meet,These ads ran without a disclaimer,≤100
11111618026,Union of Concerned Scientists,"UNION OF CONCERNED SCIENTISTS, INC.",1764
1528498354074301,Punching Bag Media - Conservative News,Sean Michael Probber,≤100
362070734130110,Give Trump A Chance,David Slossberg,≤100
883241875118535,RAB For Congress,RAB FOR CONGRESS COMMITTEE,430
539676362760073,The Wall Las Memorias,These ads ran without a disclaimer,≤100
213998472307,Hoosier Environmental Council,"HOOSIER ENVIRONMENTAL COUNCIL, INC",≤100
110909022379213,Re-Elect Nydia Velázquez To Congress,Committee to Re-Elect Nydia M. Velázquez to Congress,≤100
101238514761928,Make Rushmore Great Again,Matthew E Johnson,≤100
151226798258064,Project Repat,These ads ran without a disclaimer,≤100
107268869333467,San Joaquin County Office of Education,These ads ran without a disclaimer,202
45393753416,Alliance Defending Freedom,These ads ran without a disclaimer,≤100
34744979347,MS Food Network,Mississippi Food Network,≤100
112325855474892,Speak Up For Education and Kids,National Education Association,129
154643041146,ANCA Western Region,Armenian National Committee of America - Western Region,2107
148942695133440,Northern Plains Resource Council,NORTHERN PLAINS RESOURCE COUNCIL,≤100
101935297991197,Bob Parks Running for Hays County GOP Chair,Bob Parks,≤100
112600915451330,No Labels,No Labels,425
265915710125206,The Nature Conservancy in California,Nature Conservancy,338
89617004297,Texas Realtors,These ads ran without a disclaimer,≤100
306206766494489,Doug Hall,These ads ran without a disclaimer,≤100
195561910471475,CATALYST.cm,Catalyst.cm,≤100
1891201957857356,Mexican American Ladies Society - MALAS,These ads ran without a disclaimer,≤100
107320257540801,CA Renewable Alliance,These ads ran without a disclaimer,≤100
376638603087168,Save The Earth,Michael Todd Powell,109
108640580619154,Claire Gustafson for Congress,CLAIRE GUSTAFSON FOR CONGRESS 2020,≤100
309798029121030,Everytown for Gun Safety,Everytown for Gun Safety Support Fund Inc,528
100334994841547,CSI Wealth,These ads ran without a disclaimer,268
148060455834119,Yes on C For a Better SD,Yes! for a Better San Diego,183
23516382545,B Corporation,B LAB COMPANY,≤100
730523726972795,Ponytail Mafia,Danna Lucia Siciliano,≤100
103383441248216,James S. Simon,Re-Elect James Simon Committee,≤100
324768627371,OCTax,Orange County Taxpayers Association,130
345649856136263,Matt Mahan,Neighbors for Matt Mahan for San Jose City Council District 10 in 2020,431
175170619192552,James D. Diamond,James David Diamond,≤100
138026396230778,Potts Law Firm,These ads ran without a disclaimer,≤100
1417599265225727,Southwestern Medical Foundation,Collin M Quick,≤100
101984764551026,Hope Town United,Hope Town United,≤100
146104429330052,Maternity Week,These ads ran without a disclaimer,≤100
1115949995266000,Paras Parekh For Lake County Board,Paras Parekh,≤100
315865745885029,Refugee Relief,These ads ran without a disclaimer,≤100
109236050668850,Dtrumplove2020.com,These ads ran without a disclaimer,≤100
111721360454653,Tele Med One,Stuart Joseph Millar,≤100
113550036738307,GRL PWR,These ads ran without a disclaimer,≤100
230838096929793,Windex,"S. C. JOHNSON & SON, INC.",712
1922774311344189,SacTown Talks,Russell Lowery,≤100
299295363912730,New Politics Leadership Academy,New Politics Leadership Academy,≤100
100210748175608,Models Against Trafficking,These ads ran without a disclaimer,≤100
101701251470150,veg.anpancake,These ads ran without a disclaimer,≤100
105335764304704,savetheeartheggrecord,These ads ran without a disclaimer,≤100
218721288205051,Thomas Massie,Thomas Massie for Congress,≤100
525171637666780,Sandy Piña California Delegate,RCR,309
567503690069718,United Democratic Club,United Democratic Club,≤100
18017481462,Acton Institute,Acton Institute,152
104373526741700,Save Our Air Medical Resources,Save Our Air Medical Resources,≤100
5863113009,Los Angeles Times,Los Angeles Times,5872
107757647374537,Be Vocal Speak Up,These ads ran without a disclaimer,≤100
22898109808,Grist.org,Grist Magazine,423
666963743407248,Ken Mann for Lancaster City Council 2020,Ken Mann for City Council 2020,≤100
1817338241869582,Vote Benjamin Paulsen for District 1 Supervisor El Dorado County,Paulsen for El Dorado County District 1 Supervisor,≤100
101136147910784,Represent Justice,Represent Justice,116
102176921251252,Sherry Powell for Judge,Powell for Judge 2020,584
123802034367035,Shevolution - the series,These ads ran without a disclaimer,≤100
521010658436453,Mike Ghassali For Congress,GHASSALI FOR CONGRESS,≤100
2122554481388946,Blue Revolution Progressive Slate for L.A. County Central Committee,Blue Revolution,≤100
100580918059008,Gary Bradford for Pasco County Commissioner,"Gary Bradford, Republican, for Pasco County Commissioner",≤100
121626482110,Operation Smile,"OPERATION SMILE, INC.",5587
205004183626497,"West Covina, CA Local",These ads ran without a disclaimer,114
672213539861652,John Anthony Castro,John Anthony Castro,179
100753978079700,Shay Hawkins for Ohio,Hawkins for Ohio,≤100
280763772317023,Bowl Faced Liar,Will Joseph Schreiber,≤100
515156762174672,The Claude Pepper Center,Claude Pepper Center,≤100
48485058304,Pachamama Alliance,"PACHAMAMA ALLIANCE, THE",277
221416561801,Thomas B. Fordham Institute,Thomas B. Fordham Institute,≤100
106896930901493,Support The Military,These ads ran without a disclaimer,420
105867997661171,Michael Randazzo,"Committee to Elect Michael Randazzo, Amanda Randazzo Treasurer",≤100
1849483715167852,Firefly Engagement,"Firefly Engagement Services, Inc.",281
15503839732,Peter G. Peterson Foundation,Peter G. Peterson Foundation,367
109890040555468,Yes on P for Campbellusd,Friends of Campbell Elementary Schools,≤100
3136140586411627,Jesse Reyes for Illinois Supreme Court,Committee to Elect Jesse G Reyes,113
24481937944,Theodore Roosevelt Conservation Partnership,"THEODORE ROOSEVELT CONSERVATION PARTNERSHIP, INC",1828
2221239651245614,Young Conservatives for Carbon Dividends,Young Conservatives for Carbon Dividends Inc,≤100
180024415404279,Pacific Research Institute,Pacific Research Institute,1335
104896844467499,Republicans for Biden,Defending Democracy Together,≤100
1012300488970739,2020 Census Monterey County,Monterey County,2789
103060411321001,Sarah Palin 2020,Palin4Prez,≤100
189769277730708,Insperity,These ads ran without a disclaimer,≤100
2072638396208222,Adam's Nest,"PTOWNLOVESHACK, LLC DBA Adam's Nest",≤100
45598662525,Reader's Digest,These ads ran without a disclaimer,≤100
185753078030,TakeAction Minnesota,TAKE ACTION MINNESOTA,≤100
2266132040105366,Healthy Air Alliance,Healthy Air Alliance,5552
109679290004,Los Angeles Regional Food Bank,LOS ANGELES REGIONAL FOOD BANK,14505
1502597423327057,Rep. Doug LaMalfa,Rep. Doug LaMalfa,2251
104865324298982,The Advantages of Having A Car,Grenda Joseph,1480
108208297483065,Restaurant Crisis 2020,These ads ran without a disclaimer,≤100
593289284500311,Trump Rack,BOXD Marketing,158
176819925597,"Brian H. Bergh, DDS, MS, APC - Orthodontist in Glendale, CA",These ads ran without a disclaimer,≤100
103095887825967,Jason Stoffel For Judge,Jason Stoffel,≤100
111364513689136,Eric Davanzo for State Representative of the 58th District,Friends of Eric Davanzo,≤100
352297884954031,HOAleader.com,These ads ran without a disclaimer,≤100
105504977720661,GOP Factory,GOP Factory,≤100
1763274547275726,Courtney Masella-O'Brien for Democratic County Central Committee,Courtney Herrity Obrien,≤100
78120879969,ACLU of Florida,ACLU of Florida,≤100
110926643662499,Mayor Bernard C. "Jack" Young Campaign,"FRIENDS OF BERNARD C. ""JACK"" YOUNG, MARTIN CADOGAN, TREASURER",≤100
100990471483357,Katie Regan for State Committee,Red Massachusetts Grassroots Action,≤100
561156610598328,BIA of Southern California-BIASC,Building Industry Association of Southern California,5654
109433397193586,Elianor Vessali for Congress,ELIANOR VESSALI FOR CONGRESS,≤100
19812849944,United Food and Commercial Workers International Union,United Food and Commercial Workers International Union,7135
176466646087311,DC Fawcett,Donald Chappell Fawcett,243
210277954204,The Young Turks,"The Young Turks, Inc.",706
508433235840691,Minnesota Bio-Fuels Association,"The Minnesota Bio-Fuels Association, Inc",≤100
110255400398781,Trump Sucks Inc.,Noel Andrew Cookman,171
10572623775,Hammer Museum,Armand Hammer Museum of Art and Cultural Center Inc.,≤100
1298802330189752,Brian Keller WAWM School Board Member,Brian Ronald Keller,≤100
1691523687807859,Gilroy Bicycle Pedestrian Commission,Friends of Gilroy BPAC,≤100
110962293652494,Donald Trump Keep America Great 2020 Re-election,Excital,≤100
522459191276087,Prenda,Prenda,≤100
1977575225902318,Goodwin For Vigo County Commissioner,Goodwin for Terre Haute,≤100
1778578222359055,San Francisco Berniecrats,San Francisco Berniecrats,≤100
105869134358705,Left Is Right,Story Network Foundation,642
100160044896747,"Jim Holmes, Placer County Supervisor, District 3","Jim Holmes for Placer County Supervisor, District 3",342
107297540666889,DemCast Arizona,DemCast USA,≤100
126701703959,ECPI University,These ads ran without a disclaimer,≤100
114815188528887,Neighborhood Nurse,Kristina Anne Larsen,≤100
260826910608284,Central Valley Justice Coalition,These ads ran without a disclaimer,≤100
1482149005201041,JESUS IS MY KING,These ads ran without a disclaimer,≤100
81372493950,POET,POET,147
45393753416,Alliance Defending Freedom,Alliance Defending Freedom,5595
220934044722029,Florida Crystals Corporation,FLORIDA CRYSTALS CORPORATION,534
405469100189512,Still My President - Donald Trump,Red State Politics LLC,≤100
248378648951343,Protect Mountain View Schools,"Protect Mountain View Schools - Yes on T, FPPC# 1394680",≤100
113721797245,Cherry Street Mission Ministries,CHERRY STREET MISSION MINISTRIES,≤100
12683623041,Society for Human Resource Management (SHRM),SOCIETY FOR HUMAN RESOURCE MANAGEMENT,≤100
196021640986783,Cristina Tzintzun Ramirez,CRISTINA FOR TEXAS,≤100
480678375613134,Kwabi & the PeaceCampaign,These ads ran without a disclaimer,≤100
101391906600,Live Action News,Live Action News,205
103636294535112,Libertarian Party of UNCG,Joseph Timothy Swiggett,≤100
247685485360819,South Bay Young Democrats,Southbay Young Democrats,5236
22189231699,PublicAffairs,"Hachette Book Group, Inc.",≤100
302473340643013,Eliot Bostar for Legislature,Eliot Bostar for Legislature,≤100
378564186275256,Bill Olson,William Olson for Congress,≤100
106492214156732,Jeff Esmus for Congress,JEFF ESMUS FOR CONGRESS,1467
2152301634859449,MANTRA,These ads ran without a disclaimer,≤100
106487520883333,Cardinal & Pine,Courier Newsroom,≤100
49059279814,Institute for Justice,INSTITUTE FOR JUSTICE,≤100
106908510802353,Jason McCahan for Nueces County Constable Office Precinct 2,Vote Jason McCahan for Nueces County Constable Pct 2,≤100
105410570945384,Hourly News Report,Zia Alexis Marshay Sifford,≤100
110859940442374,The Index Boys,These ads ran without a disclaimer,≤100
332717716852626,Andrew Warren,Andrew Warren for State Attorney,≤100
600217573480158,GOPStore.com,Brian James Harlin,≤100
80696790240,Global Ministries (Disciples of Christ and United Church of Christ),Global Ministries - United Church of Christ and Christian Church (Disciples of Christ),≤100
159616034235,Walmart,WALMART INC.,914
684473794899189,"Sanders Phillips Grossman, LLC",Legal Action Media,≤100
684105441759365,Simplot Foods - USA,These ads ran without a disclaimer,≤100
107667627420030,Desiree T. Washington for Los Angeles County Supervisor 2020,Committee to Elect Desiree T Washington for Supervisor 2020,≤100
289446947817747,Global Citizen,"GLOBAL POVERTY PROJECT, INC.",143
577296739109442,Ends & Stems,These ads ran without a disclaimer,≤100
129565903736019,John 3:16 Mission,These ads ran without a disclaimer,≤100
1861418960779969,Cooter's News,Jonathan Joseph Mangum Jr,≤100
101109011325959,Augurisk,These ads ran without a disclaimer,≤100
350523542184,Trust Women,Trust Women,≤100
146754548089,CityTeam,CityTeam,1555
85064269154,Second Harvest Food Bank of Metrolina,Second Harvest Food Bank of Metrolina,≤100
405355946226766,Todd Young,"FRIENDS OF TODD YOUNG, INC.",262
157035761060821,Tar & Roses,These ads ran without a disclaimer,≤100
102784251280170,Yes on Measure A: Just Right for Morgan Hill,Morgan Hill Fiscal Responsibility and Common Sense Committee In Favor of Measure A,347
103754677662645,Kirkmeyer for Colorado,CTE Barb Kirkmeyer to State Senate,≤100
586147734741827,Post Hill Press,Post Hill Press,≤100
1318439511565011,Financial Study Network,Financial Study Network,1159
411606772641925,ConservativeOpinion.com,ConservativeOpinion.com,≤100
228309107229653,Miami-Dade Democrats,Miami-Dade County Democratic Executive Committee,≤100
395414573846518,SunFrog Shirts,SunFrog LLC,≤100
104769370936453,Fresno Strong - Vote Yes on Janz,"Rising Together, No on Dyer for Mayor 2020",476
428016134445676,CYNDI 2020,Cyndi Otteson for City Council 2020,477
106942049339956,NATHAN & CO,These ads ran without a disclaimer,≤100
896759427103774,Modern Medicaid Alliance,Modern Medicaid Alliance,≤100
108745363872311,J Da High,These ads ran without a disclaimer,≤100
75305414159,National Beer Wholesalers Association,National Beer Wholesalers Association,≤100
101847833191062,Ian Slater,Ian Charles Slater,≤100
100850364757276,Bruce Kuhn,Benjamin Roy Dorantes,427
196382377057315,Learn Our History,Learn Our History,24564
107436284205353,Alexander Kolodin for LD23 Senate,Alex for AZ,≤100
1737306029737469,The Black Pantherettes,These ads ran without a disclaimer,≤100
106034100825061,The Constitution Avenger,Nicholas Chance Alexander,≤100
55632528093,Eddie Rodriguez,Eddie Rodriguez Campaign,≤100
417542331752173,Message,Timothy Bruce Dannunzio,≤100
156185624416382,Vejatv,"Apsan Law Offices, LLC",≤100
103152457867225,Stevanovich for Congress,STEVANOVICH FOR CONGRESS,183
173345522694004,Southern Maine Workers' Center,Southern Maine Workers Center,≤100
14440196673,Teamsters,INTERNATIONAL BROTHERHOOD OF TEAMSTERS,6274
5925914623,Equal Justice Society,EQUAL JUSTICE SOCIETY,184
100105681618063,Have Faith Engraving,These ads ran without a disclaimer,≤100
2164851263819029,Thriving Mind South Florida,These ads ran without a disclaimer,≤100
113709270193291,Nurses Trust Bernie,VOTE NURSES VALUES POLITICAL ACTION COMMITTEE: CALIFORNIA NURSES ASSOCIATION,8108
145577615476011,Sabrina Brennan,Sabrina Rose Juliet Brennan,≤100
28126338304,Surfrider Foundation,"SURFRIDER FOUNDATION, INC",4492
858107274578323,Winston for Superior Court 2020,Roberta Taylor Winston,154
1708467695859543,Veteran Transition Mission,Sonia Ivelisse Barriera Ayala,1385
710669049286394,Woo the People,Khosro David Illulian,399
463099661152197,LMDb,These ads ran without a disclaimer,≤100
107157347401328,Scott Yang for Judge 2020,Scott Andrew Yang for Judge 2020,333
1375835199394930,Girl Set Free,These ads ran without a disclaimer,≤100
102801274566285,waveyyp,These ads ran without a disclaimer,≤100
103039611076631,shesnotdoingsowell,These ads ran without a disclaimer,≤100
103130504551652,Americonia,John Joseph Turi,≤100
23790541544,Democrats,DCCC,1866
104707767821415,Adam Andre Elkhorn School Board,Charles Adam Andre Iii,≤100
112712083523730,Flickinger For Harris County School Trustee Position 5,Flickinger For Trustee,≤100
107672600786740,"Tammy Kim - Finance Commissioner, City of Irvine",Tammy Kim,≤100
784658445076447,JohnCheckforhouse,John Check for House,≤100
117598801617713,Western Energy Alliance,WESTERN ENERGY ALLIANCE,127
109576973724849,Dwayne "Duke" Buckner,COMMITTEE TO ELECT DWAYNE T. BUCKNER FOR UNITED STATES SENATE,≤100
493811210669780,Creative Action Network,Creative Action Network,453
24470472733,The Trevor Project,The Trevor Project,495
538733732899446,Robert Kerbeck,These ads ran without a disclaimer,≤100
110379547134068,Save Scotts Valley - Yes on Z,"SAVE SCOTTS VALLEY - YES ON Z  SUPPORTED BY COUNCIL MEMBERS DILLES, JOHNSON, LIND, REED, AND TIMM  FPPC # 1423931",417
56332452163,AMA Patients Action Network,American Medical Association,886
